Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Shirt,Tabard
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,124075730,,
Wrathbark Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Shadowghast Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Engorged Worm Smasher,Encrusted Canopic Lid,97558329,Tailored Officer's Shirt,
Darkfrost Helmet,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,138237251,,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Shieldguard's Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Band of the Risen Bonelord,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Engorged Worm Smasher,Barricade of the Endless Empire,137608410,,Renowned Guild Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Bloodoath Signet,Macabre Sheet Music,Blood-Spattered Scale,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,153124171,Precious' Ribbon,
Darkfrost Helmet,Trailspinner Pendant,Vile Butcher's Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Shadowghast Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Signet of the False Accuser,Ritualist's Treasured Ring,Darkmoon Deck: Indomitable,Inscrutable Quantum Device,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,148960240,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Fleshfused Circle,Slimy Consumptive Organ,Anima Field Emitter,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,164372344,Master Builder's Shirt,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Bloodoath Signet,Hyperlight Band,Bargast's Leash,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,176563137,,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Gormshell Greaves,Baetheas' Ironclad Warboots,Pit Fighter's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Death God's Signet,Decanter of Anima-Charged Winds,Overwhelming Power Crystal,Cloak of Enveloping Manifestations,Gorestained Cleaver,Kudebeh's Remarkable Targe,191456001,,Tabard of the Lightbringer
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Aspirant's Plate Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Guilewind Stone Talons,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Macabre Sheet Music,Inscrutable Quantum Device,Drape of Twisted Loyalties,Sophisticated Bonecracker,Sylvan Whiteshield,113068400,,
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Death God's Signet,Splintered Heart of Al'ar,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Supercollider,Barricade of the Endless Empire,202738846,,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Sacred Sparrer's Edge,Chyrus's Crest of Hope,106509601,Orange Martial Shirt,Tabard of the Lightbringer
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Selfless Collector's Warboots,Shoulderblade Vambraces,Fallen Templar's Gauntlets,Bloodoath Signet,Signet of the False Accuser,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Gorestained Cleaver,Acidslough Bulwark,94483995,,Tabard of the Ascended
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Death God's Signet,Signet of the False Accuser,Slimy Consumptive Organ,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Elysian Sentinel's Aegis,158601363,,Rustbolt Resistance Tabard
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Signet of the False Accuser,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,101932068,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Ritual Commander's Ring,Fleshfused Circle,Blood-Spattered Scale,Anima Field Emitter,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Barricade of the Endless Empire,165714046,,
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stonebark Girdle,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Hardened Castle Crushers,Fleshfused Circle,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,142937633,,Tabard of the Wyrmrest Accord
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Ardent Sunstar Signet,Signet of the False Accuser,Slimy Consumptive Organ,Splintered Heart of Al'ar,Cowled Batwing Cloak,Supercollider,Encrusted Canopic Lid,166165645,,Tabard of the Ascended
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Bloodoath Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,112087589,,Tabard of the Honorbound
Shadowghast Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Bloodoath Signet,Sinful Gladiator's Ring,Bladedancer's Armor Kit,Spare Meat Hook,Decadent Nathrian Shawl,Axe of the Deadgrove,Sinful Gladiator's Guard,117103461,,Tabard of the Ascended
Wrathbark Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,76879342,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Valinor's Ground Pounders,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Signet of the False Accuser,Pulsating Stoneheart,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Sinsmasher,Encrusted Canopic Lid,185322365,Paper Shirt,Argent Crusader's Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Anima Field Emitter,Gluttonous Spike,Grim-Veiled Cape,Sophisticated Bonecracker,Elysian Sentinel's Aegis,72538684,,
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Shoulders,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Sinful Gladiator's Plate Wargreaves,Valinor's Ground Pounders,Vambraces of the Depraved Warden,Guilewind Stone Talons,Hyperlight Band,Ritualist's Treasured Ring,Sinful Aspirant's Badge of Ferocity,Sinful Gladiator's Medallion,Sinful Gladiator's Drape,Axe of the Deadgrove,Sinful Gladiator's Guard,171857076,,
Shadowghast Helm,Sinful Aspirant's Pendant,Sinful Aspirant's Plate Shoulders,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Ceremonial Parade Legguards,Sinful Aspirant's Plate Warboots,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Sinful Aspirant's Ring,Sinful Aspirant's Signet,Sinful Aspirant's Medallion,Sinful Aspirant's Badge of Ferocity,Sinful Gladiator's Shawl,Sinful Gladiator's Xiphos,Chyrus's Crest of Hope,164027090,Common Gray Shirt,Guild Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Fogweaver Gauntlets,Arachnid Cipher Ring,Ritual Commander's Ring,Anima Field Emitter,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Gorestained Cleaver,Acidslough Bulwark,24738305,,Court of Harvesters Tabard
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Sinful Aspirant's Plate Chestplate,Shadowghast Waistguard,Sinful Aspirant's Plate Legguards,Sinful Aspirant's Plate Warboots,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Sinful Aspirant's Medallion,Sinful Aspirant's Badge of Ferocity,Dealer Xy'exa's Cape,Sinful Gladiator's Greatmallet,,169692640,,Tabard of the Explorer
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Fleshfused Crushers,Most Regal Signet of Sire Denathrius,Ritualist's Treasured Ring,Slimy Consumptive Organ,Gluttonous Spike,Crest of the Legionnaire General,Engorged Worm Smasher,Encrusted Canopic Lid,75050430,,
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Gormshell Greaves,Dynamo Doomstompers,Shoulderblade Vambraces,Fleshfused Crushers,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Sinful Gladiator's Badge of Ferocity,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,161150944,Sleeveless T-Shirt,Tabard of the Explorer
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Gormshell Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,101982631,,
Diadem of Imperious Desire,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Band of the Risen Bonelord,Splintered Heart of Al'ar,Pulsating Stoneheart,Cowled Batwing Cloak,Axe of the Deadgrove,Builwark of the Stone Legion,198038484,,Court of Harvesters Tabard
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Inscrutable Quantum Device,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sinful Aspirant's Sword,Acidslough Bulwark,163865475,,Illustrious Guild Tabard
Sinful Gladiator's Plate Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Signet of the False Accuser,Ritual Commander's Ring,Decanter of Anima-Charged Winds,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,189046422,,
Sinful Gladiator's Plate Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Hyperlight Band,Memory of Past Sins,Anima Field Emitter,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,158286899,Epic Purple Shirt,Demonic Gladiator's Tabard
Diadem of Imperious Desire,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Sophisticated Bonecracker,Chyrus's Crest of Hope,172970137,,Tabard of the Zandalari
Shadowghast Helm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Fleshfused Crushers,Death God's Signet,Ritual Bone Band,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,108200144,Lucky Shirt,Renowned Guild Tabard
Shadowghast Helm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Hyperlight Band,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Sinsmasher,Sinful Gladiator's Redoubt,90837332,,
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Skulker's Wing,Anima Field Emitter,Shroud of the Penitent,Gorestained Cleaver,Acidslough Bulwark,164557204,,Tabard of the Achiever
Darkfrost Helmet,Charm of Eternal Winter,Vile Butcher's Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Galvanized Oxxein Legguards,Shadowghast Sabatons,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritual Bone Band,Bloodoath Signet,Blood-Spattered Scale,Sanguine Vintage,Mantle of Manifest Sins,Sophisticated Bonecracker,Barricade of the Endless Empire,121187188,,
Wrathbark Greathelm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Bladesworn Harbinger's Stompers,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Arachnid Cipher Ring,Bloodoath Signet,Spare Meat Hook,Inscrutable Quantum Device,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,182848820,,
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Stonebark Girdle,Galvanized Oxxein Legguards,Dynamo Doomstompers,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Band of the Risen Bonelord,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Inscrutable Quantum Device,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,79244015,Sleeveless T-Shirt,Wrathful Gladiator's Tabard
Wing Commander's Helmet,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of the Afterlife,Belt of Clinging Hope,Archaedas' Lost Legplates,Muckwallow Stompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Shadowghast Ring,Death God's Signet,Anima Field Emitter,Darkmoon Deck: Indomitable,Saronite Animus Cloak,Gorestained Cleaver,Kudebeh's Remarkable Targe,160420361,,Guild Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Selfless Collector's Warboots,Pit Fighter's Wristguards,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Spare Meat Hook,Macabre Sheet Music,Shroud of the Penitent,Engorged Worm Smasher,Encrusted Canopic Lid,97970901,,
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Ritual Commander's Ring,Overwhelming Power Crystal,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Supercollider,Encrusted Canopic Lid,109124948,Precious' Ribbon,
Diadem of Imperious Desire,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Shadowghast Greaves,Stoneguard Attendant's Boots,Shoulderblade Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Gluttonous Spike,Cowled Batwing Cloak,Ascended Gladius of Glory,Elysian Sentinel's Aegis,14814696,,Guild Tabard
Shadowghast Helm,Muckformed Chain Choker,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Twisted Witherroot Band,Arachnid Cipher Ring,Decanter of Anima-Charged Winds,Anima Field Emitter,Mantle of Manifest Sins,Gorestained Cleaver,Acidslough Bulwark,141275036,,Tabard of the Explorer
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Arachnid Cipher Ring,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Encrusted Canopic Lid,88842309,,
Shadowghast Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Ritual Bone Band,Sinful Gladiator's Ring,Stone Legion Heraldry,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,165797653,Cerulean Filigreed Doublet,Tabard of the Achiever
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Fleshfused Crushers,Hyperlight Band,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,186022545,,
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Signet of the False Accuser,Inscrutable Quantum Device,Anima Field Emitter,Blighted Margrave's Cloak,Axe of the Deadgrove,Chyrus's Crest of Hope,154223021,,Tabard of the Ascended
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Sinful Aspirant's Badge of Ferocity,Cloak of Enveloping Manifestations,Barbed-Edge of the Stone Legion,Acidslough Bulwark,144046900,Fashionable Undershirt,Tabard of the Argent Dawn
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Signet of the False Accuser,Bloodoath Signet,Blood-Spattered Scale,Overwhelming Power Crystal,Dealer Xy'exa's Cape,Axe of the Deadgrove,Encrusted Canopic Lid,159032241,,
Helm of the Faceless,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Arachnid Cipher Ring,Ritualist's Treasured Ring,Slimy Consumptive Organ,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,93561710,,Tabard of Summer Flames
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Selfless Collector's Gauntlets,Shadowghast Ring,Ritual Bone Band,Anima Field Emitter,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Axe of the Deadgrove,Sinful Gladiator's Guard,155095441,,Tabard of the Achiever
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Hardened Castle Crushers,Fleshfused Circle,Signet of the False Accuser,Bladedancer's Armor Kit,Decanter of Anima-Charged Winds,Gast's Cloak of Compression,Supercollider,Acidslough Bulwark,143910705,,
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Shadowghast Armguards,Sinful Gladiator's Plate Handguards,Band of the Risen Bonelord,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Sinful Gladiator's Drape,Sophisticated Bonecracker,Acidslough Bulwark,98572179,Wraps of the Blood-Soaked Brawler,Tabard of the Lightbringer
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Ring of Perpetual Conflict,Gluttonous Spike,Blood-Spattered Scale,Dealer Xy'exa's Cape,Supercollider,Encrusted Canopic Lid,111712887,,Renowned Guild Tabard
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fogweaver Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Anima Field Emitter,Mantle of Manifest Sins,Sinsmasher,Acidslough Bulwark,187022384,,
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Stonebark Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Shadowghast Armguards,Fleshfused Crushers,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Slimy Consumptive Organ,Darkmoon Deck: Indomitable,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Barricade of the Endless Empire,154609427,,Tabard of the Zandalari
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Fleshfused Crushers,Signet of the False Accuser,Bloodoath Signet,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Encrusted Canopic Lid,73281993,,
Plague Handler's Greathelm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritual Commander's Ring,Bloodoath Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,157089399,,Tabard of the Zandalari
